customer_id,first_name,last_name,email,phone,address,city,state,country,postal_code,customer_segment,created_date,modified_date
C3600,First3600,Last3600,customer3600@example.com,18165477281,8705 Main St,City100,State50,USA,30931,Wholesale,2028-11-08,2028-11-08
C4122,First4122,Last4122,customer4122@example.com,13840060276,7199 Main St,City22,State22,USA,27092,VIP,2030-04-14,2030-04-14
C0030,First30,Last30,customer30@example.com,14732168124,4553 Main St,City30,State30,USA,62389,Wholesale,2019-01-30,2019-01-30
C0066,First66,Last66,customer66@example.com,15330194590,6491 Main St,City66,State16,USA,97814,Regular,2019-03-07,2019-03-07
C0839,First839,Last839,customer839@example.com,17683358954,7169 Main St,City39,State39,USA,55087,Regular,2021-04-18,2021-04-18
C3907,First3907,Last3907,customer3907@example.com,15448934655,8966 Main St,City7,State7,USA,57185,VIP,2029-09-11,2029-09-11
C3774,First3774,Last3774,customer3774@example.com,15924440109,2425 Main St,City74,State24,USA,97914,Regular,2029-05-01,2029-05-01
C4636,First4636,Last4636,customer4636@example.com,19909929624,8364 Main St,City36,State36,USA,69247,Premium,2031-09-10,2031-09-10
C3162,First3162,Last3162,customer3162@example.com,16660093566,8991 Main St,City62,State12,USA,80036,Wholesale,2027-08-28,2027-08-28
C2660,First2660,Last2660,customer2660@example.com,11565148288,8008 Main St,City60,State10,USA,94645,VIP,2026-04-13,2026-04-13
C4616,First4616,Last4616,customer4616@example.com,14725531729,9152 Main St,City16,State16,USA,17532,Wholesale,2031-08-21,2031-08-21
C4629,First4629,Last4629,customer4629@example.com,14598563140,3953 Main St,City29,State29,USA,89078,Regular,2031-09-03,2031-09-03
C2452,First2452,Last2452,customer2452@example.com,15831764916,8985 Main St,City52,State2,USA,16827,VIP,2025-09-17,2025-09-17
C2847,First2847,Last2847,customer2847@example.com,16407919736,8679 Main St,City47,State47,USA,88211,Regular,2026-10-17,2026-10-17
C1145,First1145,Last1145,customer1145@example.com,12123279917,2020 Main St,City45,State45,USA,36407,VIP,2022-02-18,2022-02-18
C3079,First3079,Last3079,customer3079@example.com,18500048292,4677 Main St,City79,State29,USA,21870,Regular,2027-06-06,2027-06-06
C1104,First1104,Last1104,customer1104@example.com,11246207920,7369 Main St,City4,State4,USA,45284,Regular,2022-01-08,2022-01-08
C0169,First169,Last169,customer169@example.com,19264768542,8882 Main St,City69,State19,USA,53840,Premium,2019-06-18,2019-06-18
C1671,First1671,Last1671,customer1671@example.com,16135703377,852 Main St,City71,State21,USA,18380,Premium,2023-07-29,2023-07-29
C2571,First2571,Last2571,customer2571@example.com,19434213881,7855 Main St,City71,State21,USA,19642,Premium,2026-01-14,2026-01-14
C2378,First2378,Last2378,customer2378@example.com,18846200160,3636 Main St,City78,State28,USA,75816,Wholesale,2025-07-05,2025-07-05
C4396,First4396,Last4396,customer4396@example.com,13182647508,7204 Main St,City96,State46,USA,11885,Regular,2031-01-13,2031-01-13
C4258,First4258,Last4258,customer4258@example.com,12731021625,6309 Main St,City58,State8,USA,68316,Premium,2030-08-28,2030-08-28
C3863,First3863,Last3863,customer3863@example.com,14997176884,1068 Main St,City63,State13,USA,96586,Regular,2029-07-29,2029-07-29
C0024,First24,Last24,customer24@example.com,13335304891,1781 Main St,City24,State24,USA,24644,VIP,2019-01-24,2019-01-24
C2634,First2634,Last2634,customer2634@example.com,14091268235,3235 Main St,City34,State34,USA,91380,VIP,2026-03-18,2026-03-18
C3341,First3341,Last3341,customer3341@example.com,12821713133,4331 Main St,City41,State41,USA,46403,VIP,2028-02-23,2028-02-23
C2216,First2216,Last2216,customer2216@example.com,11597466912,75 Main St,City16,State16,USA,76720,Regular,2025-01-24,2025-01-24
C3683,First3683,Last3683,customer3683@example.com,13888452465,7135 Main St,City83,State33,USA,67906,Wholesale,2029-01-30,2029-01-30
C4725,First4725,Last4725,customer4725@example.com,16305506885,2739 Main St,City25,State25,USA,76686,Premium,2031-12-08,2031-12-08
C1908,First1908,Last1908,customer1908@example.com,17931936259,816 Main St,City8,State8,USA,42033,Wholesale,2024-03-22,2024-03-22
C0085,First85,Last85,customer85@example.com,17720542902,1294 Main St,City85,State35,USA,69835,Premium,2019-03-26,2019-03-26
C0228,First228,Last228,customer228@example.com,16144429575,4256 Main St,City28,State28,USA,36761,Wholesale,2019-08-16,2019-08-16
C0297,First297,Last297,customer297@example.com,15837696120,538 Main St,City97,State47,USA,78664,Regular,2019-10-24,2019-10-24
C1002,First1002,Last1002,customer1002@example.com,11979262215,2177 Main St,City2,State2,USA,87500,VIP,2021-09-28,2021-09-28
C2139,First2139,Last2139,customer2139@example.com,12340647551,442 Main St,City39,State39,USA,57933,Regular,2024-11-08,2024-11-08
C0712,First712,Last712,customer712@example.com,15582498472,6972 Main St,City12,State12,USA,40813,Premium,2020-12-12,2020-12-12
C2802,First2802,Last2802,customer2802@example.com,17702943377,5224 Main St,City2,State2,USA,56923,Wholesale,2026-09-02,2026-09-02
C2528,First2528,Last2528,customer2528@example.com,14128224026,8580 Main St,City28,State28,USA,74936,Regular,2025-12-02,2025-12-02
C3753,First3753,Last3753,customer3753@example.com,17949569295,8894 Main St,City53,State3,USA,44224,Premium,2029-04-10,2029-04-10
C3322,First3322,Last3322,customer3322@example.com,13127076939,6551 Main St,City22,State22,USA,99827,Regular,2028-02-04,2028-02-04
C3182,First3182,Last3182,customer3182@example.com,13481098680,3243 Main St,City82,State32,USA,66049,Premium,2027-09-17,2027-09-17
C4184,First4184,Last4184,customer4184@example.com,16294169787,61 Main St,City84,State34,USA,20096,VIP,2030-06-15,2030-06-15
C1616,First1616,Last1616,customer1616@example.com,13077678579,5939 Main St,City16,State16,USA,64531,Wholesale,2023-06-04,2023-06-04
C3025,First3025,Last3025,customer3025@example.com,16350891780,8414 Main St,City25,State25,USA,71685,Premium,2027-04-13,2027-04-13
C1414,First1414,Last1414,customer1414@example.com,13022173414,4550 Main St,City14,State14,USA,70613,Premium,2022-11-14,2022-11-14
C0764,First764,Last764,customer764@example.com,17101544367,3356 Main St,City64,State14,USA,41181,Regular,2021-02-02,2021-02-02
C0656,First656,Last656,customer656@example.com,11936725283,9335 Main St,City56,State6,USA,65397,Premium,2020-10-17,2020-10-17
C4798,First4798,Last4798,customer4798@example.com,11475886077,7336 Main St,City98,State48,USA,73187,Wholesale,2032-02-19,2032-02-19
C3850,First3850,Last3850,customer3850@example.com,19238123955,2438 Main St,City50,State50,USA,37752,Regular,2029-07-16,2029-07-16
C4154,First4154,Last4154,customer4154@example.com,12500487916,3158 Main St,City54,State4,USA,93933,Premium,2030-05-16,2030-05-16
C0469,First469,Last469,customer469@example.com,13640928778,7374 Main St,City69,State19,USA,56145,Regular,2020-04-13,2020-04-13
C0158,First158,Last158,customer158@example.com,18065703439,9931 Main St,City58,State8,USA,73755,Regular,2019-06-07,2019-06-07
C1296,First1296,Last1296,customer1296@example.com,16580465735,798 Main St,City96,State46,USA,60326,VIP,2022-07-19,2022-07-19
C0498,First498,Last498,customer498@example.com,17433750298,1386 Main St,City98,State48,USA,79252,VIP,2020-05-12,2020-05-12
C4741,First4741,Last4741,customer4741@example.com,19250399101,877 Main St,City41,State41,USA,57693,Wholesale,2031-12-24,2031-12-24
C2941,First2941,Last2941,customer2941@example.com,17274077572,7875 Main St,City41,State41,USA,12093,VIP,2027-01-19,2027-01-19
C3457,First3457,Last3457,customer3457@example.com,11003003330,1041 Main St,City57,State7,USA,89380,Premium,2028-06-18,2028-06-18
C0374,First374,Last374,customer374@example.com,12993113654,765 Main St,City74,State24,USA,10954,Regular,2020-01-09,2020-01-09
C0080,First80,Last80,customer80@example.com,12877097854,7878 Main St,City80,State30,USA,49996,VIP,2019-03-21,2019-03-21
C1554,First1554,Last1554,customer1554@example.com,19348731191,4708 Main St,City54,State4,USA,48389,VIP,2023-04-03,2023-04-03
C1670,First1670,Last1670,customer1670@example.com,12637082431,203 Main St,City70,State20,USA,50577,Premium,2023-07-28,2023-07-28
C2132,First2132,Last2132,customer2132@example.com,16037819948,3404 Main St,City32,State32,USA,76195,Regular,2024-11-01,2024-11-01
C4440,First4440,Last4440,customer4440@example.com,18111604115,7292 Main St,City40,State40,USA,86405,Wholesale,2031-02-26,2031-02-26
C0466,First466,Last466,customer466@example.com,11599773716,2554 Main St,City66,State16,USA,72718,Regular,2020-04-10,2020-04-10
C0249,First249,Last249,customer249@example.com,11271034052,6727 Main St,City49,State49,USA,22130,VIP,2019-09-06,2019-09-06
C0932,First932,Last932,customer932@example.com,12272373889,841 Main St,City32,State32,USA,91920,Premium,2021-07-20,2021-07-20
C1336,First1336,Last1336,customer1336@example.com,14467409991,6965 Main St,City36,State36,USA,57649,Regular,2022-08-28,2022-08-28
C4525,First4525,Last4525,customer4525@example.com,18454948743,2851 Main St,City25,State25,USA,50860,Premium,2031-05-22,2031-05-22
C1339,First1339,Last1339,customer1339@example.com,15929677464,5383 Main St,City39,State39,USA,35747,Regular,2022-08-31,2022-08-31
C1407,First1407,Last1407,customer1407@example.com,11671368999,280 Main St,City7,State7,USA,70623,VIP,2022-11-07,2022-11-07
C1091,First1091,Last1091,customer1091@example.com,18224348412,5256 Main St,City91,State41,USA,91427,Premium,2021-12-26,2021-12-26
C4210,First4210,Last4210,customer4210@example.com,14370510439,2812 Main St,City10,State10,USA,87216,Premium,2030-07-11,2030-07-11
C0743,First743,Last743,customer743@example.com,12181142794,2137 Main St,City43,State43,USA,57753,Regular,2021-01-12,2021-01-12
C2324,First2324,Last2324,customer2324@example.com,17685650043,1342 Main St,City24,State24,USA,15011,Wholesale,2025-05-12,2025-05-12
C3602,First3602,Last3602,customer3602@example.com,12864142630,6917 Main St,City2,State2,USA,95769,Regular,2028-11-10,2028-11-10
C2124,First2124,Last2124,customer2124@example.com,16973125927,6899 Main St,City24,State24,USA,63330,Premium,2024-10-24,2024-10-24
C2095,First2095,Last2095,customer2095@example.com,19104865660,7466 Main St,City95,State45,USA,75670,Premium,2024-09-25,2024-09-25
C0241,First241,Last241,customer241@example.com,13741938560,1112 Main St,City41,State41,USA,56245,Premium,2019-08-29,2019-08-29
C2352,First2352,Last2352,customer2352@example.com,19215888898,9303 Main St,City52,State2,USA,45558,VIP,2025-06-09,2025-06-09
C1371,First1371,Last1371,customer1371@example.com,19429405954,6795 Main St,City71,State21,USA,14163,Wholesale,2022-10-02,2022-10-02
C1058,First1058,Last1058,customer1058@example.com,12113037403,5548 Main St,City58,State8,USA,44856,Regular,2021-11-23,2021-11-23
C4817,First4817,Last4817,customer4817@example.com,19447449369,5788 Main St,City17,State17,USA,20057,Premium,2032-03-09,2032-03-09
C0200,First200,Last200,customer200@example.com,18097855357,1312 Main St,City100,State50,USA,55025,VIP,2019-07-19,2019-07-19
C2281,First2281,Last2281,customer2281@example.com,16110521410,894 Main St,City81,State31,USA,13586,VIP,2025-03-30,2025-03-30
C4750,First4750,Last4750,customer4750@example.com,12552128910,4080 Main St,City50,State50,USA,69754,Regular,2032-01-02,2032-01-02
C2221,First2221,Last2221,customer2221@example.com,16163255437,9366 Main St,City21,State21,USA,73725,Wholesale,2025-01-29,2025-01-29
C4772,First4772,Last4772,customer4772@example.com,18748340319,5578 Main St,City72,State22,USA,76238,Premium,2032-01-24,2032-01-24
C2820,First2820,Last2820,customer2820@example.com,16062016910,6017 Main St,City20,State20,USA,66207,Premium,2026-09-20,2026-09-20
C3151,First3151,Last3151,customer3151@example.com,19801409751,7897 Main St,City51,State1,USA,49884,Wholesale,2027-08-17,2027-08-17
C4257,First4257,Last4257,customer4257@example.com,13269206883,8520 Main St,City57,State7,USA,98180,Regular,2030-08-27,2030-08-27
C3108,First3108,Last3108,customer3108@example.com,12468094077,8133 Main St,City8,State8,USA,47825,Wholesale,2027-07-05,2027-07-05
C1974,First1974,Last1974,customer1974@example.com,16600932150,331 Main St,City74,State24,USA,67526,Premium,2024-05-27,2024-05-27
C1376,First1376,Last1376,customer1376@example.com,12698355023,950 Main St,City76,State26,USA,98315,Premium,2022-10-07,2022-10-07
C3969,First3969,Last3969,customer3969@example.com,15222796505,6468 Main St,City69,State19,USA,93435,Regular,2029-11-12,2029-11-12
C4063,First4063,Last4063,customer4063@example.com,14261497503,4955 Main St,City63,State13,USA,89585,Regular,2030-02-14,2030-02-14
C4446,First4446,Last4446,customer4446@example.com,19154631297,5738 Main St,City46,State46,USA,26140,VIP,2031-03-04,2031-03-04
C3558,First3558,Last3558,customer3558@example.com,13077929595,7496 Main St,City58,State8,USA,29591,VIP,2028-09-27,2028-09-27
C0965,First965,Last965,customer965@example.com,12565644296,7841 Main St,City65,State15,USA,27516,Wholesale,2021-08-22,2021-08-22
C0180,First180,Last180,customer180@example.com,12989602586,5832 Main St,City80,State30,USA,58906,Premium,2019-06-29,2019-06-29
C3699,First3699,Last3699,customer3699@example.com,18011750159,5815 Main St,City99,State49,USA,89984,VIP,2029-02-15,2029-02-15
C3822,First3822,Last3822,customer3822@example.com,17639761101,4477 Main St,City22,State22,USA,37632,VIP,2029-06-18,2029-06-18
C4879,First4879,Last4879,customer4879@example.com,15297499604,5348 Main St,City79,State29,USA,94741,Wholesale,2032-05-10,2032-05-10
C3900,First3900,Last3900,customer3900@example.com,11673061637,4076 Main St,City100,State50,USA,26322,Premium,2029-09-04,2029-09-04
C4488,First4488,Last4488,customer4488@example.com,19233911058,1593 Main St,City88,State38,USA,55800,Wholesale,2031-04-15,2031-04-15
C3239,First3239,Last3239,customer3239@example.com,17491526176,7607 Main St,City39,State39,USA,11460,Wholesale,2027-11-13,2027-11-13
C2975,First2975,Last2975,customer2975@example.com,15582181966,9560 Main St,City75,State25,USA,91353,Wholesale,2027-02-22,2027-02-22
C3581,First3581,Last3581,customer3581@example.com,12503529366,1573 Main St,City81,State31,USA,73126,VIP,2028-10-20,2028-10-20
C2888,First2888,Last2888,customer2888@example.com,15814278673,5058 Main St,City88,State38,USA,25964,Wholesale,2026-11-27,2026-11-27
C2576,First2576,Last2576,customer2576@example.com,17565733315,1975 Main St,City76,State26,USA,10914,Regular,2026-01-19,2026-01-19
C1420,First1420,Last1420,customer1420@example.com,19409051334,6070 Main St,City20,State20,USA,98197,Regular,2022-11-20,2022-11-20
C3908,First3908,Last3908,customer3908@example.com,11326599944,5078 Main St,City8,State8,USA,65572,Premium,2029-09-12,2029-09-12
C4674,First4674,Last4674,customer4674@example.com,17612170778,9164 Main St,City74,State24,USA,93666,Premium,2031-10-18,2031-10-18
C4903,First4903,Last4903,customer4903@example.com,17568874686,7814 Main St,City3,State3,USA,26673,Premium,2032-06-03,2032-06-03
C1861,First1861,Last1861,customer1861@example.com,17474004540,3777 Main St,City61,State11,USA,89107,Wholesale,2024-02-04,2024-02-04
C0009,First9,Last9,customer9@example.com,17333872376,5282 Main St,City9,State9,USA,23881,VIP,2019-01-09,2019-01-09
C2895,First2895,Last2895,customer2895@example.com,18315382054,1431 Main St,City95,State45,USA,85329,VIP,2026-12-04,2026-12-04
C2848,First2848,Last2848,customer2848@example.com,19336791356,8698 Main St,City48,State48,USA,91320,Premium,2026-10-18,2026-10-18
C3665,First3665,Last3665,customer3665@example.com,19303227302,9727 Main St,City65,State15,USA,99645,Regular,2029-01-12,2029-01-12
C0145,First145,Last145,customer145@example.com,18855654317,8572 Main St,City45,State45,USA,68838,Premium,2019-05-25,2019-05-25
C2105,First2105,Last2105,customer2105@example.com,13767420210,3883 Main St,City5,State5,USA,39468,Wholesale,2024-10-05,2024-10-05
C3144,First3144,Last3144,customer3144@example.com,11163850173,1484 Main St,City44,State44,USA,30748,Premium,2027-08-10,2027-08-10
C0842,First842,Last842,customer842@example.com,13538192660,3684 Main St,City42,State42,USA,41797,Premium,2021-04-21,2021-04-21
C1129,First1129,Last1129,customer1129@example.com,17243733265,5730 Main St,City29,State29,USA,78076,Wholesale,2022-02-02,2022-02-02
C0152,First152,Last152,customer152@example.com,17615933830,7740 Main St,City52,State2,USA,67574,Regular,2019-06-01,2019-06-01
C3592,First3592,Last3592,customer3592@example.com,17456574451,3948 Main St,City92,State42,USA,25915,Regular,2028-10-31,2028-10-31
C1053,First1053,Last1053,customer1053@example.com,14398644993,2449 Main St,City53,State3,USA,31592,Regular,2021-11-18,2021-11-18
C1591,First1591,Last1591,customer1591@example.com,14428999830,9376 Main St,City91,State41,USA,55900,Regular,2023-05-10,2023-05-10
C3009,First3009,Last3009,customer3009@example.com,15162444869,2273 Main St,City9,State9,USA,45265,Wholesale,2027-03-28,2027-03-28
C2030,First2030,Last2030,customer2030@example.com,18829875977,8559 Main St,City30,State30,USA,29543,Regular,2024-07-22,2024-07-22
C3419,First3419,Last3419,customer3419@example.com,11148935114,5333 Main St,City19,State19,USA,19190,Regular,2028-05-11,2028-05-11
C1808,First1808,Last1808,customer1808@example.com,19970661275,7154 Main St,City8,State8,USA,38777,Wholesale,2023-12-13,2023-12-13
C2697,First2697,Last2697,customer2697@example.com,12370229489,7150 Main St,City97,State47,USA,80776,Premium,2026-05-20,2026-05-20
C3040,First3040,Last3040,customer3040@example.com,17603477653,7407 Main St,City40,State40,USA,28876,Regular,2027-04-28,2027-04-28
C0473,First473,Last473,customer473@example.com,17708711837,8248 Main St,City73,State23,USA,68918,VIP,2020-04-17,2020-04-17
C3290,First3290,Last3290,customer3290@example.com,16516483071,5228 Main St,City90,State40,USA,73968,Premium,2028-01-03,2028-01-03
C4075,First4075,Last4075,customer4075@example.com,14349586069,505 Main St,City75,State25,USA,63622,Regular,2030-02-26,2030-02-26
C3497,First3497,Last3497,customer3497@example.com,12870711012,9327 Main St,City97,State47,USA,68301,VIP,2028-07-28,2028-07-28
C0280,First280,Last280,customer280@example.com,18041443883,6127 Main St,City80,State30,USA,50563,Wholesale,2019-10-07,2019-10-07
C1742,First1742,Last1742,customer1742@example.com,11964108411,940 Main St,City42,State42,USA,19653,VIP,2023-10-08,2023-10-08
C4625,First4625,Last4625,customer4625@example.com,18900727912,5690 Main St,City25,State25,USA,60522,VIP,2031-08-30,2031-08-30
C2887,First2887,Last2887,customer2887@example.com,11604333286,1953 Main St,City87,State37,USA,61595,Premium,2026-11-26,2026-11-26
C1942,First1942,Last1942,customer1942@example.com,16665971916,2809 Main St,City42,State42,USA,96034,Regular,2024-04-25,2024-04-25
C0101,First101,Last101,customer101@example.com,14141180566,4042 Main St,City1,State1,USA,95862,Regular,2019-04-11,2019-04-11
C2805,First2805,Last2805,customer2805@example.com,11547293724,9566 Main St,City5,State5,USA,57075,VIP,2026-09-05,2026-09-05
C3571,First3571,Last3571,customer3571@example.com,19889731162,410 Main St,City71,State21,USA,37874,Wholesale,2028-10-10,2028-10-10
C3685,First3685,Last3685,customer3685@example.com,16674618001,5938 Main St,City85,State35,USA,85346,Premium,2029-02-01,2029-02-01
C3662,First3662,Last3662,customer3662@example.com,13977852003,2852 Main St,City62,State12,USA,92291,Regular,2029-01-09,2029-01-09
C0531,First531,Last531,customer531@example.com,11639110430,6801 Main St,City31,State31,USA,62827,Wholesale,2020-06-14,2020-06-14
C1887,First1887,Last1887,customer1887@example.com,19917968744,9576 Main St,City87,State37,USA,64856,Premium,2024-03-01,2024-03-01
C0682,First682,Last682,customer682@example.com,19022222356,2607 Main St,City82,State32,USA,11115,Premium,2020-11-12,2020-11-12
C3795,First3795,Last3795,customer3795@example.com,15592567298,6189 Main St,City95,State45,USA,62214,Regular,2029-05-22,2029-05-22
C3945,First3945,Last3945,customer3945@example.com,11324395633,3456 Main St,City45,State45,USA,92219,Premium,2029-10-19,2029-10-19
C4667,First4667,Last4667,customer4667@example.com,11633349486,5415 Main St,City67,State17,USA,76908,Regular,2031-10-11,2031-10-11
C2019,First2019,Last2019,customer2019@example.com,14865871943,9345 Main St,City19,State19,USA,91131,Premium,2024-07-11,2024-07-11
C1097,First1097,Last1097,customer1097@example.com,19859017677,7649 Main St,City97,State47,USA,27115,VIP,2022-01-01,2022-01-01
C0830,First830,Last830,customer830@example.com,17348038196,3177 Main St,City30,State30,USA,71474,Wholesale,2021-04-09,2021-04-09
C2806,First2806,Last2806,customer2806@example.com,19591755925,800 Main St,City6,State6,USA,71192,VIP,2026-09-06,2026-09-06
C3830,First3830,Last3830,customer3830@example.com,13487106795,4180 Main St,City30,State30,USA,23529,Premium,2029-06-26,2029-06-26
C4382,First4382,Last4382,customer4382@example.com,13378473237,5289 Main St,City82,State32,USA,77908,VIP,2030-12-30,2030-12-30
C3892,First3892,Last3892,customer3892@example.com,17683092971,5338 Main St,City92,State42,USA,62737,Wholesale,2029-08-27,2029-08-27
C0765,First765,Last765,customer765@example.com,15399704950,2531 Main St,City65,State15,USA,76141,VIP,2021-02-03,2021-02-03
C2768,First2768,Last2768,customer2768@example.com,17753818172,4273 Main St,City68,State18,USA,10697,Wholesale,2026-07-30,2026-07-30
C4329,First4329,Last4329,customer4329@example.com,17439814106,947 Main St,City29,State29,USA,79259,VIP,2030-11-07,2030-11-07
C3296,First3296,Last3296,customer3296@example.com,14810304742,6436 Main St,City96,State46,USA,47073,Wholesale,2028-01-09,2028-01-09
C2195,First2195,Last2195,customer2195@example.com,11155303874,5109 Main St,City95,State45,USA,14161,Regular,2025-01-03,2025-01-03
C2358,First2358,Last2358,customer2358@example.com,17752752352,2915 Main St,City58,State8,USA,69316,Wholesale,2025-06-15,2025-06-15
C3426,First3426,Last3426,customer3426@example.com,12009913311,1517 Main St,City26,State26,USA,17652,Regular,2028-05-18,2028-05-18
C3980,First3980,Last3980,customer3980@example.com,17949862391,2678 Main St,City80,State30,USA,17707,Wholesale,2029-11-23,2029-11-23
C0912,First912,Last912,customer912@example.com,14955274171,2789 Main St,City12,State12,USA,40558,Regular,2021-06-30,2021-06-30
C3146,First3146,Last3146,customer3146@example.com,15193651626,3948 Main St,City46,State46,USA,58109,VIP,2027-08-12,2027-08-12
C1000,First1000,Last1000,customer1000@example.com,19675379310,2885 Main St,City100,State50,USA,14776,Premium,2021-09-26,2021-09-26
C3654,First3654,Last3654,customer3654@example.com,11601896141,1261 Main St,City54,State4,USA,16996,Premium,2029-01-01,2029-01-01
C2484,First2484,Last2484,customer2484@example.com,18727612656,7750 Main St,City84,State34,USA,70448,Regular,2025-10-19,2025-10-19
C4077,First4077,Last4077,customer4077@example.com,13912712998,3175 Main St,City77,State27,USA,40973,Regular,2030-02-28,2030-02-28
C2371,First2371,Last2371,customer2371@example.com,12330174218,5317 Main St,City71,State21,USA,56929,Premium,2025-06-28,2025-06-28
C4839,First4839,Last4839,customer4839@example.com,18902717051,2354 Main St,City39,State39,USA,47314,VIP,2032-03-31,2032-03-31
C0034,First34,Last34,customer34@example.com,15243437177,203 Main St,City34,State34,USA,26924,Regular,2019-02-03,2019-02-03
